candidate_id,page_stub,page_url,image_url,local_path,domain,file_name,width,height,format,mode,file_size_bytes,area,aspect_ratio,is_downloaded_and_valid,label,split,is_tiny,is_suspicious_domain,has_ui_keyword
page_01_cand_000140,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/Article/640x640/kak-prevratit-ovoshchi-v-kotlety-10-otlichnyh-receptov_square.webp,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_01\page_01_cand_000140_42f57e62c3.webp,eda.rambler.ru,kak-prevratit-ovoshchi-v-kotlety-10-otlichnyh-receptov_square.webp,640.0,640.0,WEBP,RGB,73978.0,409600.0,1.0,True,non_content,,False,False,False
page_01_cand_000141,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/Article/480x480/kak-prevratit-ovoshchi-v-kotlety-10-otlichnyh-receptov_square.jpg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_01\page_01_cand_000141_e053526a4e.jpg,eda.rambler.ru,kak-prevratit-ovoshchi-v-kotlety-10-otlichnyh-receptov_square.jpg,480.0,480.0,JPEG,RGB,70918.0,230400.0,1.0,True,non_content,,False,False,False
page_01_cand_000142,page_01,https://eda.rambler.ru/media/recepty/pyat-horoshih-receptov-postnogo-pechenya,https://eda.rambler.ru/images/Article/640x640/kak-prevratit-ovoshchi-v-kotlety-10-otlichnyh-receptov_square.jpg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_01\page_01_cand_000142_13917f3ee0.jpg,eda.rambler.ru,kak-prevratit-ovoshchi-v-kotlety-10-otlichnyh-receptov_square.jpg,640.0,640.0,JPEG,RGB,113743.0,409600.0,1.0,True,non_content,,False,False,False
page_02_cand_000000,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://mc.yandex.ru/watch/105674087,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000000_05b4d2d191.img,mc.yandex.ru,105674087,1.0,1.0,GIF,P,43.0,1.0,1.0,True,non_content,,True,True,False
page_02_cand_000001,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://mc.yandex.ru/watch/27509004,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000001_105a14e1b3.img,mc.yandex.ru,27509004,1.0,1.0,GIF,P,43.0,1.0,1.0,True,non_content,,True,True,False
page_02_cand_000002,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://mc.yandex.ru/watch/26649402,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000002_9e463b8294.img,mc.yandex.ru,26649402,1.0,1.0,GIF,P,43.0,1.0,1.0,True,non_content,,True,True,False
page_02_cand_000003,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://counter.rambler.ru/top100.cnt?pid=2635991,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000003_1ec34c7374.img,counter.rambler.ru,top100.cnt,1.0,1.0,GIF,P,43.0,1.0,1.0,True,non_content,,True,True,True
page_02_cand_000004,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://counter.rambler.ru/top100.cnt?pid=7728281,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000004_5ffb4dcfbb.img,counter.rambler.ru,top100.cnt,1.0,1.0,GIF,P,43.0,1.0,1.0,True,non_content,,True,True,True
page_02_cand_000005,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://www.tns-counter.ru/V13a****afisha_ru/ru/UTF-8/tmsec=afisha_eda/,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000005_6fbff93bbc.img,www.tns-counter.ru,,1.0,1.0,GIF,P,43.0,1.0,1.0,True,non_content,,True,True,True
page_02_cand_000006,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://www.tns-counter.ru/V13a****rambler_ad/ru/UTF-8/tmsec=rambler_cid1100108-posid2155101/,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000006_76f3ac9a56.img,www.tns-counter.ru,,1.0,1.0,GIF,P,43.0,1.0,1.0,True,non_content,,True,True,True
page_02_cand_000007,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://www.tns-counter.ru/V13a****rambler_ad/ru/UTF-8/tmsec=rambler_cid1100104-posid2155079/,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000007_52c27bfc5a.img,www.tns-counter.ru,,1.0,1.0,GIF,P,43.0,1.0,1.0,True,non_content,,True,True,True
page_02_cand_000008,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/_next/static/images/rambler-favorites-bd704f5a077fe3675a33743723c233fc.svg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000008_ef4d0fa974.img,eda.rambler.ru,rambler-favorites-bd704f5a077fe3675a33743723c233fc.svg,,,,,11805.0,,,False,non_content,,False,False,False
page_02_cand_000009,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/_next/static/images/rambler-recipes-a1c77bb63384486ec36eb950f2702009.svg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000009_16d501c7ba.img,eda.rambler.ru,rambler-recipes-a1c77bb63384486ec36eb950f2702009.svg,,,,,16151.0,,,False,non_content,,False,False,False
page_02_cand_000010,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipePhoto/620x415/sirniki-iz-tvoroga_18506_photo_147696.jpg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000010_3e9e4ae87a.jpg,eda.rambler.ru,sirniki-iz-tvoroga_18506_photo_147696.jpg,620.0,415.0,JPEG,RGB,79973.0,257300.0,1.4939759036144578,True,content,,False,False,False
page_02_cand_000011,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipePhoto/95x95/sirniki-iz-tvoroga_18506_photo_147696.jpg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000011_9eddb08e56.jpg,eda.rambler.ru,sirniki-iz-tvoroga_18506_photo_147696.jpg,95.0,95.0,JPEG,RGB,5107.0,9025.0,1.0,True,content,,False,False,False
page_02_cand_000012,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipePhoto/95x95/sirniki-iz-tvoroga_18506_photo_157216.jpg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000012_342f944727.jpg,eda.rambler.ru,sirniki-iz-tvoroga_18506_photo_157216.jpg,95.0,95.0,JPEG,RGB,5546.0,9025.0,1.0,True,content,,False,False,False
page_02_cand_000013,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipePhoto/95x95/sirniki-iz-tvoroga_18506_photo_148579.jpg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000013_bed494d9ab.jpg,eda.rambler.ru,sirniki-iz-tvoroga_18506_photo_148579.jpg,95.0,95.0,JPEG,RGB,4485.0,9025.0,1.0,True,content,,False,False,False
page_02_cand_000014,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipePhoto/95x95/sirniki-iz-tvoroga_18506_photo_151601.jpg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000014_806e110998.jpg,eda.rambler.ru,sirniki-iz-tvoroga_18506_photo_151601.jpg,95.0,95.0,JPEG,RGB,5105.0,9025.0,1.0,True,content,,False,False,False
page_02_cand_000015,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipePhoto/95x95/sirniki-iz-tvoroga_18506_photo_150945.jpg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000015_7a5f16a37d.jpg,eda.rambler.ru,sirniki-iz-tvoroga_18506_photo_150945.jpg,95.0,95.0,JPEG,RGB,4546.0,9025.0,1.0,True,content,,False,False,False
page_02_cand_000016,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/img/eda/c130x130i/s1.eda.ru/newidafisharu/StaticContent/UserPhoto/b5/a7/855450991c084460ad6b9ae48be1b5a7.jpg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000016_cb9313c610.jpg,eda.rambler.ru,855450991c084460ad6b9ae48be1b5a7.jpg,64.0,64.0,PNG,RGBA,10609.0,4096.0,1.0,True,non_content,,False,False,False
page_02_cand_000017,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipeStep/434x295/sirniki-iz-tvoroga_18506_step_1.jpg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000017_d0dbccd305.jpg,eda.rambler.ru,sirniki-iz-tvoroga_18506_step_1.jpg,434.0,295.0,JPEG,RGB,19285.0,128030.0,1.471186440677966,True,content,,False,False,False
page_02_cand_000018,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://static.eaglecdn.com/eda/logos/d/9/d9d0859d860fc094783af7d4d1afb9ca72739c4a.jpg?1484830216,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000018_523d703afc.jpg,static.eaglecdn.com,d9d0859d860fc094783af7d4d1afb9ca72739c4a.jpg,606.0,360.0,JPEG,RGB,22141.0,218160.0,1.6833333333333333,True,content,,False,False,True
page_02_cand_000019,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipeStep/434x295/sirniki-iz-tvoroga_18506_step_2.jpg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000019_8f04027dce.jpg,eda.rambler.ru,sirniki-iz-tvoroga_18506_step_2.jpg,434.0,295.0,JPEG,RGB,27945.0,128030.0,1.471186440677966,True,content,,False,False,False
page_02_cand_000020,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipeStep/434x295/sirniki-iz-tvoroga_18506_step_3.jpg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000020_df1e7ebab6.jpg,eda.rambler.ru,sirniki-iz-tvoroga_18506_step_3.jpg,434.0,295.0,JPEG,RGB,24519.0,128030.0,1.471186440677966,True,content,,False,False,False
page_02_cand_000021,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipeStep/434x295/sirniki-iz-tvoroga_18506_step_4.jpg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000021_b27fe9fd39.jpg,eda.rambler.ru,sirniki-iz-tvoroga_18506_step_4.jpg,434.0,295.0,JPEG,RGB,19434.0,128030.0,1.471186440677966,True,content,,False,False,False
page_02_cand_000022,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipeStep/434x295/sirniki-iz-tvoroga_18506_step_5.jpg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000022_b4a4dcd8d9.jpg,eda.rambler.ru,sirniki-iz-tvoroga_18506_step_5.jpg,434.0,295.0,JPEG,RGB,22691.0,128030.0,1.471186440677966,True,content,,False,False,False
page_02_cand_000023,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipeStep/434x295/sirniki-iz-tvoroga_18506_step_6.jpg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000023_76a7f28c67.jpg,eda.rambler.ru,sirniki-iz-tvoroga_18506_step_6.jpg,434.0,295.0,JPEG,RGB,11019.0,128030.0,1.471186440677966,True,content,,False,False,False
page_02_cand_000024,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/Article/320x320/blyuda-iz-tvoroga-na-zavtrak_square.jpg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000024_a44d22d689.jpg,eda.rambler.ru,blyuda-iz-tvoroga-na-zavtrak_square.jpg,320.0,320.0,JPEG,RGB,35922.0,102400.0,1.0,True,content,,False,False,False
page_02_cand_000025,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/Article/320x320/horoshie-zavtraki-iz-tvoroga_square.jpg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000025_d631bbd125.jpg,eda.rambler.ru,horoshie-zavtraki-iz-tvoroga_square.jpg,320.0,320.0,JPEG,RGB,38642.0,102400.0,1.0,True,content,,False,False,False
page_02_cand_000026,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/Article/320x320/kak-prigotovit-vkusnye-syrniki_square.jpg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000026_2fd1079453.jpg,eda.rambler.ru,kak-prigotovit-vkusnye-syrniki_square.jpg,320.0,320.0,JPEG,RGB,32237.0,102400.0,1.0,True,content,,False,False,False
page_02_cand_000027,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/Article/320x320/menyu-na-nedelyu_square.jpg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000027_72ba00ab4b.jpg,eda.rambler.ru,menyu-na-nedelyu_square.jpg,320.0,320.0,JPEG,RGB,87246.0,102400.0,1.0,True,non_content,,False,False,False
page_02_cand_000028,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/Article/320x320/prazdnichnye-zavtraki_square.jpg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000028_2efb6f62ee.jpg,eda.rambler.ru,prazdnichnye-zavtraki_square.jpg,320.0,320.0,JPEG,RGB,63235.0,102400.0,1.0,True,non_content,,False,False,False
page_02_cand_000029,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/_next/static/images/default-author-f2cc52ca40692e830326033c9e46706d.png,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000029_c098fe08c2.png,eda.rambler.ru,default-author-f2cc52ca40692e830326033c9e46706d.png,130.0,130.0,PNG,RGBA,11208.0,16900.0,1.0,True,non_content,,False,False,False
page_02_cand_000030,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/img/4e7d9cb6b4b55f1f8113cf8861ba1767/c130x130i/https/avatars.rambler.ru/enc/a/YjMzMWFhOTNhNGU2MjhjMfOB2m-5GQE5dIYWEssSeHMgktICZptYx5Madco3Iji5bCY29x8,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000030_b04557aff9.img,eda.rambler.ru,YjMzMWFhOTNhNGU2MjhjMfOB2m-5GQE5dIYWEssSeHMgktICZptYx5Madco3Iji5bCY29x8,100.0,100.0,PNG,RGBA,1758.0,10000.0,1.0,True,non_content,,False,False,True
page_02_cand_000031,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipePhoto/190x190/syrniki-s-gerkulesom-bez-muki_191236_photo_199153.jpg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000031_c66b0f62f5.jpg,eda.rambler.ru,syrniki-s-gerkulesom-bez-muki_191236_photo_199153.jpg,190.0,190.0,JPEG,RGB,17379.0,36100.0,1.0,True,content,,False,False,False
page_02_cand_000032,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipePhoto/190x190/syrniki-v-mikrovolnovke_191205_photo_199132.jpg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000032_57fc0dd063.jpg,eda.rambler.ru,syrniki-v-mikrovolnovke_191205_photo_199132.jpg,190.0,190.0,JPEG,RGB,10337.0,36100.0,1.0,True,content,,False,False,False
page_02_cand_000033,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipePhoto/190x190/syrniki-kak-u-babushki_190931_photo_198851.jpg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000033_12cc6c4ece.jpg,eda.rambler.ru,syrniki-kak-u-babushki_190931_photo_198851.jpg,190.0,190.0,JPEG,RGB,13813.0,36100.0,1.0,True,content,,False,False,False
page_02_cand_000034,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipePhoto/190x190/syrniki-s-zapechennoy-tykvoy_190830_photo_198745.jpg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000034_93ba51d4cd.jpg,eda.rambler.ru,syrniki-s-zapechennoy-tykvoy_190830_photo_198745.jpg,190.0,190.0,JPEG,RGB,13363.0,36100.0,1.0,True,content,,False,False,False
page_02_cand_000035,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipePhoto/190x190/syrniki-s-tykvoy_190405_photo_198415.jpg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000035_d5f59accfe.jpg,eda.rambler.ru,syrniki-s-tykvoy_190405_photo_198415.jpg,190.0,190.0,JPEG,RGB,15009.0,36100.0,1.0,True,content,,False,False,False
page_02_cand_000036,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipePhoto/190x190/syrniki-s-tykvoy_190323_photo_198357.jpg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000036_974d7b9d0e.jpg,eda.rambler.ru,syrniki-s-tykvoy_190323_photo_198357.jpg,190.0,190.0,JPEG,RGB,10231.0,36100.0,1.0,True,content,,False,False,False
page_02_cand_000037,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipePhoto/190x190/syrniki-s-makom_190131_photo_198217.jpg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000037_29146aa191.jpg,eda.rambler.ru,syrniki-s-makom_190131_photo_198217.jpg,190.0,190.0,JPEG,RGB,11301.0,36100.0,1.0,True,content,,False,False,False
page_02_cand_000038,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipePhoto/190x190/syrniki-s-kokosovoy-struzhkoy_190088_photo_198183.jpg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000038_17c365cccd.jpg,eda.rambler.ru,syrniki-s-kokosovoy-struzhkoy_190088_photo_198183.jpg,190.0,190.0,JPEG,RGB,12580.0,36100.0,1.0,True,content,,False,False,False
page_02_cand_000039,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipePhoto/190x190/syrniki-iz-tvorozhnoy-massy-s-izyumom_189821_photo_197911.jpg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000039_7af13e7553.jpg,eda.rambler.ru,syrniki-iz-tvorozhnoy-massy-s-izyumom_189821_photo_197911.jpg,190.0,190.0,JPEG,RGB,9509.0,36100.0,1.0,True,content,,False,False,False
page_02_cand_000040,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipePhoto/190x190/kremlyovskie-syrniki_189540_photo_197768.jpg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000040_ef5ada366b.jpg,eda.rambler.ru,kremlyovskie-syrniki_189540_photo_197768.jpg,190.0,190.0,JPEG,RGB,22078.0,36100.0,1.0,True,content,,False,False,False
page_02_cand_000041,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipePhoto/620x415/sirniki-iz-tvoroga_18506_photo_147696.webp,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000041_7bada3df42.webp,eda.rambler.ru,sirniki-iz-tvoroga_18506_photo_147696.webp,620.0,415.0,WEBP,RGB,50958.0,257300.0,1.4939759036144578,True,content,,False,False,False
page_02_cand_000042,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipePhoto/95x95/sirniki-iz-tvoroga_18506_photo_147696.webp,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000042_029d06ee90.webp,eda.rambler.ru,sirniki-iz-tvoroga_18506_photo_147696.webp,95.0,95.0,WEBP,RGB,3560.0,9025.0,1.0,True,content,,False,False,False
page_02_cand_000043,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipePhoto/190x190/sirniki-iz-tvoroga_18506_photo_147696.webp,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000043_6f1c57ed94.webp,eda.rambler.ru,sirniki-iz-tvoroga_18506_photo_147696.webp,190.0,190.0,WEBP,RGB,10314.0,36100.0,1.0,True,content,,False,False,False
page_02_cand_000044,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipePhoto/190x190/sirniki-iz-tvoroga_18506_photo_147696.jpg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000044_e92fbf8ab6.jpg,eda.rambler.ru,sirniki-iz-tvoroga_18506_photo_147696.jpg,190.0,190.0,JPEG,RGB,15420.0,36100.0,1.0,True,content,,False,False,False
page_02_cand_000045,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipePhoto/95x95/sirniki-iz-tvoroga_18506_photo_157216.webp,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000045_74a6054958.webp,eda.rambler.ru,sirniki-iz-tvoroga_18506_photo_157216.webp,95.0,95.0,WEBP,RGB,3948.0,9025.0,1.0,True,content,,False,False,False
page_02_cand_000046,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipePhoto/190x190/sirniki-iz-tvoroga_18506_photo_157216.webp,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000046_8918a35f1e.webp,eda.rambler.ru,sirniki-iz-tvoroga_18506_photo_157216.webp,190.0,190.0,WEBP,RGB,13446.0,36100.0,1.0,True,content,,False,False,False
page_02_cand_000047,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipePhoto/190x190/sirniki-iz-tvoroga_18506_photo_157216.jpg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000047_011c49727b.jpg,eda.rambler.ru,sirniki-iz-tvoroga_18506_photo_157216.jpg,190.0,190.0,JPEG,RGB,18148.0,36100.0,1.0,True,content,,False,False,False
page_02_cand_000048,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipePhoto/95x95/sirniki-iz-tvoroga_18506_photo_148579.webp,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000048_18741b8f3d.webp,eda.rambler.ru,sirniki-iz-tvoroga_18506_photo_148579.webp,95.0,95.0,WEBP,RGB,2798.0,9025.0,1.0,True,content,,False,False,False
page_02_cand_000049,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipePhoto/190x190/sirniki-iz-tvoroga_18506_photo_148579.webp,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000049_f6182e8598.webp,eda.rambler.ru,sirniki-iz-tvoroga_18506_photo_148579.webp,190.0,190.0,WEBP,RGB,8390.0,36100.0,1.0,True,content,,False,False,False
page_02_cand_000050,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipePhoto/190x190/sirniki-iz-tvoroga_18506_photo_148579.jpg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000050_16aff06836.jpg,eda.rambler.ru,sirniki-iz-tvoroga_18506_photo_148579.jpg,190.0,190.0,JPEG,RGB,12634.0,36100.0,1.0,True,content,,False,False,False
page_02_cand_000051,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipePhoto/95x95/sirniki-iz-tvoroga_18506_photo_151601.webp,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000051_083298fb18.webp,eda.rambler.ru,sirniki-iz-tvoroga_18506_photo_151601.webp,95.0,95.0,WEBP,RGB,3534.0,9025.0,1.0,True,content,,False,False,False
page_02_cand_000052,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipePhoto/190x190/sirniki-iz-tvoroga_18506_photo_151601.webp,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000052_37e652c672.webp,eda.rambler.ru,sirniki-iz-tvoroga_18506_photo_151601.webp,190.0,190.0,WEBP,RGB,10346.0,36100.0,1.0,True,content,,False,False,False
page_02_cand_000053,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipePhoto/190x190/sirniki-iz-tvoroga_18506_photo_151601.jpg,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000053_f0f2e8e5ba.jpg,eda.rambler.ru,sirniki-iz-tvoroga_18506_photo_151601.jpg,190.0,190.0,JPEG,RGB,15123.0,36100.0,1.0,True,content,,False,False,False
page_02_cand_000054,page_02,https://eda.rambler.ru/recepty/zavtraki/sirniki-iz-tvoroga-18506,https://eda.rambler.ru/images/RecipePhoto/95x95/sirniki-iz-tvoroga_18506_photo_150945.webp,c:\Users\Masha\ML_Projects\Photo-Classification\data\raw\page_02\page_02_cand_000054_3e4fc18f96.webp,eda.rambler.ru,sirniki-iz-tvoroga_18506_photo_150945.webp,95.0,95.0,WEBP,RGB,2950.0,9025.0,1.0,True,content,,False,False,False
